0.00	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.10	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.20	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.30	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.40	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.50	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.60	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.70	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.80	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
0.90	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.00	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.10	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.20	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.30	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.40	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.50	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.60	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.70	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.80	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
1.90	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.00	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.10	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.20	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.30	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.40	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.50	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.60	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.70	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.80	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
2.90	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.00	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.10	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.20	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.30	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.40	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.50	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.60	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.70	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.80	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
3.90	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.00	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.10	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.20	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.30	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.40	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.50	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.60	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.70	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.80	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
4.90	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000
5.00	0.0002	5.0000	0.0000	0.0000	0.0000	0.0000
5.10	0.0132	5.0000	0.0000	0.0000	0.0000	0.0000
5.20	0.0462	5.0000	0.0000	0.0000	0.0000	0.0000
5.30	0.0992	5.0000	0.0000	0.0000	0.0000	0.0000
5.40	0.1722	5.0000	0.0000	0.0000	0.0000	0.0000
5.50	0.2652	5.0000	0.0000	0.0000	0.0000	0.0000
5.60	0.3782	5.0000	0.0000	0.0000	0.0000	0.0000
5.70	0.5112	5.0000	0.0000	0.0000	0.0000	0.0000
5.80	0.6642	5.0000	0.0000	0.0000	0.0000	0.0000
5.90	0.8372	5.0000	0.0000	0.0000	0.0000	0.0000
6.00	1.0300	5.0000	0.0000	0.0000	0.0000	0.0000
6.10	1.2300	5.0000	0.0000	0.0000	0.0000	0.0000
6.20	1.4300	5.0000	0.0000	0.0000	0.0000	0.0000
6.30	1.6300	5.0000	0.0000	0.0000	0.0000	0.0000
6.40	1.8300	5.0000	0.0000	0.0000	0.0000	0.0000
6.50	2.0300	5.0000	0.0000	0.0000	0.0000	0.0000
6.60	2.2300	5.0000	0.0000	0.0000	0.0000	0.0000
6.70	2.4300	5.0000	0.0000	0.0000	0.0000	0.0000
6.80	2.6300	5.0000	0.0000	0.0000	0.0000	0.0000
6.90	2.8300	5.0000	0.0000	0.0000	0.0000	0.0000
7.00	3.0300	5.0000	0.0000	0.0000	0.0000	0.0000
7.10	3.2300	5.0000	0.0000	0.0000	0.0000	0.0000
7.20	3.4300	5.0000	0.0000	0.0000	0.0000	0.0000
7.30	3.6300	5.0000	0.0000	0.0000	0.0000	0.0000
7.40	3.8300	5.0000	0.0000	0.0000	0.0000	0.0000
7.50	4.0300	5.0000	0.0000	0.0000	0.0000	0.0000
7.60	4.2300	5.0000	0.0000	0.0000	0.0000	0.0000
7.70	4.4300	5.0000	0.0000	0.0000	0.0000	0.0000
7.80	4.6300	5.0000	0.0000	0.0000	0.0000	0.0000
7.90	4.8300	5.0000	0.0000	0.0000	0.0000	0.0000
