0.00	2.5000	4.5000	0.0000	4.7130	12.5976	14.8633	12.5976	4.7130	0.0200	0.0200	0.0200	0.0200	0.0200
1.00	4.4707	2.6382	-0.1000	4.8543	5.1540	15.4430	12.9751	12.4816	0.0200	0.0200	0.0200	0.0200	0.0200
2.00	2.7659	0.5646	-0.2000	12.1575	4.8113	16.0207	5.2431	13.8722	0.0200	0.0200	0.0200	0.0200	0.0200
3.00	0.5986	2.1095	-0.3000	14.5425	11.9647	16.5392	4.5875	5.6307	0.0200	0.0200	0.0200	0.0200	0.0200
4.00	1.9808	4.3618	-0.4000	5.7954	15.3560	17.1054	11.5813	4.6779	0.0200	0.0200	0.0200	0.0200	0.0200
5.00	4.3094	3.1448	-0.5000	4.5119	6.0394	17.7839	16.0289	11.4408	0.0200	0.0200	0.0200	0.0200	0.0200
6.00	3.2600	0.7484	-0.6000	11.0098	4.4093	18.4001	6.1823	17.0451	0.0200	0.0200	0.0200	0.0200	0.0200
7.00	0.8043	1.6279	-0.7000	17.7401	10.6621	18.9718	4.2781	6.6411	0.0200	0.0200	0.0200	0.0200	0.0200
8.00	1.5117	4.1345	-0.8000	6.9066	18.6342	19.5292	10.1471	4.2701	0.0200	0.0200	0.0200	0.0200	0.0200
9.00	4.0608	3.6013	-0.9000	4.1431	7.3317	20.2193	19.3290	9.8401	0.0200	0.0200	0.0200	0.0200	0.0200
10.00	3.7038	1.0183	-1.0000	9.3609	4.0707	20.7571	7.6230	20.3283	0.0200	0.0200	0.0200	0.0200	0.0200
11.00	1.0954	1.1971	-1.1000	21.0570	8.9037	21.5558	3.9895	8.1864	0.0200	0.0200	0.0200	0.0200	0.0200
12.00	1.0942	3.8220	-1.2000	8.6460	21.8769	21.9782	8.3344	3.9328	0.0200	0.0200	0.0200	0.0200	0.0200
13.00	3.7267	4.0050	-1.3000	3.8303	9.2599	22.5672	22.5354	7.9019	0.0200	0.0200	0.0200	0.0200	0.0200
14.00	4.0931	1.3741	-1.4000	7.3515	3.7972	23.1423	9.8293	23.2019	0.0200	0.0200	0.0200	0.0200	0.0200
15.00	1.4734	0.8229	-1.5000	23.7053	6.8373	23.7400	3.6114	10.6692	0.0200	0.0200	0.0200	0.0200	0.0200
16.00	0.7362	3.4217	-1.6000	11.3682	24.2418	24.1166	6.2874	3.6176	0.0200	0.0200	0.0200	0.0200	0.0200
17.00	3.3037	4.3458	-1.7000	3.5337	12.3607	24.5387	24.5105	5.8769	0.0200	0.0200	0.0200	0.0200	0.0200
18.00	4.4153	1.8200	-1.8000	5.3541	3.5445	24.8889	13.3673	24.8013	0.0200	0.0200	0.0200	0.0200	0.0200
19.00	1.9423	0.5207	-1.9000	24.7386	4.8550	25.3168	3.3553	14.7398	0.0200	0.0200	0.0200	0.0200	0.0200
