1670059199	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059200	1.600	0.800	0.310	37.924	9.631	12.951	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059201	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059202	1.600	0.800	0.310	37.925	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059203	1.600	0.800	0.310	37.925	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059204	1.600	0.800	0.310	37.924	9.631	12.951	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059205	1.600	0.800	0.310	37.924	9.631	12.951	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059206	1.600	0.800	0.310	37.924	9.631	12.951	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059207	1.600	0.800	0.310	37.924	9.631	12.951	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059208	1.600	0.800	0.310	37.924	9.631	12.951	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059209	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059210	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059211	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059212	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059213	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059214	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059215	1.600	0.800	0.310	37.924	9.631	12.951	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059216	1.600	0.800	0.310	37.925	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059217	1.600	0.800	0.310	37.925	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059218	1.600	0.800	0.310	37.925	9.631	12.949	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059219	1.600	0.800	0.310	37.924	9.631	12.950	1.267	2.217	0.050	0.050	0.050	0.050	0.050
1670059220	1.602	0.849	0.310	38.140	8.006	12.217	1.036	2.253	0.050	0.050	0.050	0.050	0.050
1670059221	1.600	1.116	0.310	35.453	10.003	13.426	1.142	2.232	0.050	0.050	0.050	0.050	0.050
1670059222	1.600	1.380	0.310	31.964	12.474	14.390	1.255	2.192	0.050	0.050	0.050	0.050	0.050
1670059223	1.596	1.642	0.310	28.157	15.470	14.937	1.366	2.126	0.050	0.050	0.050	0.050	0.050
1670059224	1.594	1.894	0.310	24.477	18.923	15.025	1.453	2.028	0.050	0.050	0.050	0.050	0.050
1670059225	1.637	2.084	0.310	21.708	22.077	14.746	1.396	1.819	0.050	0.050	0.050	0.050	0.050
1670059226	1.740	2.251	0.310	19.088	24.947	14.964	1.421	1.690	0.050	0.050	0.050	0.050	0.050
1670059227	1.890	2.380	0.310	16.798	26.881	15.634	1.538	1.625	0.050	0.050	0.050	0.050	0.050
1670059228	2.068	2.451	0.310	15.068	27.189	16.779	1.751	1.638	0.050	0.050	0.050	0.050	0.050
1670059229	2.289	2.463	0.310	13.863	25.525	18.806	2.102	1.796	0.050	0.050	0.050	0.050	0.050
1670059230	2.548	2.462	0.310	12.937	22.586	21.516	2.579	2.151	0.050	0.050	0.050	0.050	0.050
1670059231	2.786	2.460	0.310	11.836	19.994	23.624	3.150	2.502	0.050	0.050	0.050	0.050	0.050
1670059232	2.978	2.410	0.310	10.774	17.761	25.220	3.854	2.829	0.050	0.050	0.050	0.050	0.050
1670059233	3.138	2.300	0.310	10.134	15.457	26.967	4.589	3.330	0.050	0.050	0.050	0.050	0.050
1670059234	3.259	2.146	0.310	9.871	13.369	28.685	5.204	4.008	0.050	0.050	0.050	0.050	0.050
1670059235	3.323	1.962	0.310	9.942	11.598	30.146	5.582	4.850	0.050	0.050	0.050	0.050	0.050
1670059236	3.332	1.735	0.310	10.801	10.263	31.198	5.419	5.620	0.050	0.050	0.050	0.050	0.050
1670059237	3.329	1.474	0.310	12.222	9.144	31.237	4.939	6.247	0.050	0.050	0.050	0.050	0.050
1670059238	3.334	1.247	0.310	13.610	8.319	30.254	4.443	6.630	0.050	0.050	0.050	0.050	0.050
1670059239	3.388	1.059	0.310	14.714	7.598	28.728	3.961	6.904	0.050	0.050	0.050	0.050	0.050
1670059240	3.502	0.899	0.310	14.912	6.718	26.847	3.635	7.527	0.050	0.050	0.050	0.050	0.050
1670059241	3.659	0.784	0.310	14.243	5.844	24.888	3.452	8.550	0.050	0.050	0.050	0.050	0.050
1670059242	3.844	0.723	0.310	12.993	5.062	23.045	3.407	10.019	0.050	0.050	0.050	0.050	0.050
1670059243	4.079	0.715	0.310	11.176	4.465	21.414	3.737	12.243	0.050	0.050	0.050	0.050	0.050
1670059244	4.345	0.712	0.310	9.375	3.964	19.408	4.289	15.191	0.050	0.050	0.050	0.050	0.050
1670059245	4.563	0.717	0.310	8.134	3.488	17.412	4.611	18.058	0.050	0.050	0.050	0.050	0.050
1670059246	4.745	0.782	0.310	7.113	3.067	15.853	4.956	20.706	0.050	0.050	0.050	0.050	0.050
1670059247	4.901	0.904	0.310	6.173	2.727	14.669	5.598	22.912	0.050	0.050	0.050	0.050	0.050
1670059248	5.007	1.065	0.310	5.427	2.502	13.979	6.560	23.906	0.050	0.050	0.050	0.050	0.050
1670059249	5.060	1.254	0.310	4.808	2.350	13.643	7.895	23.587	0.050	0.050	0.050	0.050	0.050
1670059250	5.064	1.497	0.310	4.568	2.512	14.149	9.616	21.406	0.050	0.050	0.050	0.050	0.050
1670059251	5.066	1.765	0.310	4.377	2.773	14.517	11.747	18.680	0.050	0.050	0.050	0.050	0.050
1670059252	5.067	2.021	0.310	4.166	3.024	14.487	14.061	16.109	0.050	0.050	0.050	0.050	0.050
1670059253	5.067	2.288	0.310	3.923	3.281	14.057	16.682	13.633	0.050	0.050	0.050	0.050	0.050
1670059254	5.067	2.387	0.310	3.408	3.734	13.397	19.456	11.368	0.050	0.050	0.050	0.050	0.050
1670059255	5.067	2.385	0.310	3.410	3.733	13.405	19.440	11.379	0.050	0.050	0.050	0.050	0.050
1670059256	5.067	2.384	0.310	3.411	3.732	13.409	19.428	11.388	0.050	0.050	0.050	0.050	0.050
1670059257	5.067	2.384	0.310	3.412	3.732	13.411	19.423	11.392	0.050	0.050	0.050	0.050	0.050
1670059258	5.067	2.383	0.310	0.000	0.000	0.000	0.000	0.000	0.050	0.050	0.050	0.050	0.050
