1670065087	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065088	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065089	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065090	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065091	1.600	1.600	0.310	26.535	17.652	15.120	1.556	1.963
1670065092	1.600	1.600	0.310	26.534	17.652	15.121	1.557	1.963
1670065093	1.600	1.600	0.310	26.534	17.651	15.121	1.557	1.963
1670065094	1.600	1.600	0.310	26.533	17.652	15.121	1.557	1.963
1670065095	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065096	1.600	1.600	0.310	26.534	17.652	15.121	1.557	1.963
1670065097	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065098	1.600	1.600	0.310	26.533	17.653	15.120	1.556	1.963
1670065099	1.600	1.600	0.310	26.534	17.651	15.121	1.557	1.963
1670065100	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065101	1.600	1.600	0.310	26.535	17.651	15.120	1.556	1.963
1670065102	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065103	1.600	1.600	0.310	26.534	17.653	15.120	1.556	1.963
1670065104	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065105	1.600	1.600	0.310	26.534	17.652	15.121	1.557	1.963
1670065106	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065107	1.600	1.600	0.310	26.534	17.652	15.120	1.556	1.963
1670065108	1.601	1.683	0.310	25.266	18.745	15.166	1.588	1.933
1670065109	1.601	1.925	0.310	21.692	22.245	15.023	1.675	1.837
1670065110	1.647	2.118	0.310	18.964	25.062	15.130	1.790	1.805
1670065111	1.750	2.282	0.310	16.707	27.030	15.689	1.968	1.841
1670065112	1.900	2.404	0.310	14.965	27.619	16.714	2.215	1.947
1670065113	2.078	2.473	0.310	13.728	26.711	18.155	2.522	2.119
1670065114	2.303	2.484	0.310	12.826	24.172	20.358	2.944	2.416
1670065115	2.559	2.484	0.310	11.776	21.052	22.765	3.516	2.817
1670065116	2.824	2.485	0.310	10.610	17.935	24.805	4.245	3.307
1670065117	3.080	2.485	0.310	9.479	15.195	26.055	5.105	3.857
1670065118	3.349	2.486	0.310	8.326	12.658	26.400	6.216	4.523
1670065119	3.610	2.489	0.310	7.274	10.551	25.708	7.541	5.257
1670065120	3.842	2.489	0.310	6.431	8.953	24.381	8.941	5.988
1670065121	4.034	2.438	0.310	5.924	7.708	23.334	10.102	6.838
1670065122	4.201	2.326	0.310	5.648	6.652	22.616	10.895	7.975
1670065123	4.319	2.175	0.310	5.582	5.878	22.254	11.067	9.275
1670065124	4.382	1.991	0.310	5.729	5.331	22.287	10.558	10.665
1670065125	4.390	1.757	0.310	6.135	4.906	22.628	9.391	12.160
1670065126	4.393	1.495	0.310	6.575	4.448	22.327	8.121	13.837
1670065127	4.385	1.271	0.310	6.958	4.095	21.610	7.084	15.098
1670065128	4.328	1.085	0.310	7.498	3.912	21.187	6.151	15.490
1670065129	4.213	0.927	0.310	8.338	3.882	21.186	5.291	14.909
1670065130	4.053	0.814	0.310	9.491	4.000	21.586	4.585	13.576
1670065131	3.869	0.759	0.310	10.912	4.267	22.362	4.066	11.919
1670065132	3.632	0.753	0.310	12.962	4.769	23.548	3.602	9.932
1670065133	3.368	0.753	0.310	15.648	5.389	24.203	3.148	8.083
1670065134	3.106	0.754	0.310	18.760	6.043	23.979	2.745	6.591
1670065135	2.861	0.753	0.310	22.043	6.673	23.005	2.409	5.456
1670065136	2.579	0.753	0.310	26.136	7.392	21.153	2.072	4.406
1670065137	2.322	0.751	0.310	29.951	8.014	19.007	1.804	3.639
1670065138	2.099	0.761	0.310	32.978	8.565	17.069	1.607	3.093
1670065139	1.918	0.827	0.310	34.608	9.362	15.820	1.491	2.706
1670065140	1.766	0.949	0.310	34.800	10.559	15.025	1.429	2.407
1670065141	1.660	1.116	0.310	33.453	12.183	14.682	1.417	2.199
1670065142	1.614	1.302	0.310	31.029	14.115	14.788	1.454	2.081
1670065143	1.610	1.552	0.310	27.239	17.011	15.189	1.548	1.993
1670065144	1.609	1.636	0.310	25.958	18.093	15.233	1.578	1.961
1670065145	1.608	1.637	0.310	25.949	18.104	15.229	1.578	1.960
1670065146	1.608	1.637	0.310	25.948	18.105	15.228	1.578	1.960
1670065147	1.608	1.637	0.310	25.947	18.106	15.228	1.578	1.960
1670065148	1.608	1.637	0.310	25.948	18.105	15.228	1.578	1.960
