1670064872	1.653	1.589	0.310	27.160	18.403	16.372	2.140	2.628	0.100	0.100	0.100	0.100	0.100
1670064873	1.656	1.595	0.310	27.027	18.403	16.392	2.157	2.608	0.100	0.100	0.100	0.100	0.100
1670064874	1.649	1.588	0.310	27.190	18.361	16.314	2.139	2.610	0.100	0.100	0.100	0.100	0.100
1670064875	1.657	1.595	0.310	27.017	18.377	16.388	2.114	2.664	0.100	0.100	0.100	0.100	0.100
1670064876	1.651	1.588	0.310	27.226	18.375	16.353	2.137	2.695	0.100	0.100	0.100	0.100	0.100
1670064877	1.654	1.595	0.310	27.047	18.365	16.342	2.148	2.702	0.100	0.100	0.100	0.100	0.100
1670064878	1.648	1.592	0.310	27.231	18.456	16.342	2.154	2.664	0.100	0.100	0.100	0.100	0.100
1670064879	1.657	1.597	0.310	27.028	18.371	16.385	2.165	2.626	0.100	0.100	0.100	0.100	0.100
1670064880	1.653	1.589	0.310	27.200	18.331	16.357	2.136	2.654	0.100	0.100	0.100	0.100	0.100
1670064881	1.654	1.597	0.310	27.046	18.372	16.350	2.130	2.743	0.100	0.100	0.100	0.100	0.100
1670064882	1.652	1.592	0.310	27.191	18.373	16.353	2.134	2.724	0.100	0.100	0.100	0.100	0.100
1670064883	1.652	1.599	0.310	27.049	18.416	16.338	2.171	2.655	0.100	0.100	0.100	0.100	0.100
1670064884	1.648	1.591	0.310	27.266	18.394	16.335	2.155	2.637	0.100	0.100	0.100	0.100	0.100
1670064885	1.652	1.599	0.310	27.051	18.365	16.320	2.135	2.677	0.100	0.100	0.100	0.100	0.100
1670064886	1.654	1.589	0.310	27.251	18.301	16.359	2.131	2.786	0.100	0.100	0.100	0.100	0.100
1670064887	1.654	1.598	0.310	27.063	18.346	16.346	2.146	2.730	0.100	0.100	0.100	0.100	0.100
1670064888	1.646	1.593	0.310	27.285	18.419	16.315	2.163	2.659	0.100	0.100	0.100	0.100	0.100
1670064889	1.653	1.604	0.310	27.028	18.426	16.346	2.171	2.690	0.100	0.100	0.100	0.100	0.100
1670064890	1.650	1.594	0.310	27.260	18.407	16.364	2.144	2.690	0.100	0.100	0.100	0.100	0.100
1670064891	1.652	1.598	0.310	27.079	18.300	16.293	2.161	2.751	0.100	0.100	0.100	0.100	0.100
1670064892	1.660	1.523	0.310	28.125	17.324	16.297	2.070	2.801	0.100	0.100	0.100	0.100	0.100
1670064893	1.650	1.756	0.310	26.858	17.913	16.241	1.954	2.830	0.100	0.100	0.100	0.100	0.100
1670064894	1.641	1.970	0.310	24.102	20.951	15.982	1.873	2.685	0.100	0.100	0.100	0.100	0.100
1670064895	1.714	2.162	0.310	21.488	23.943	15.957	1.817	2.551	0.100	0.100	0.100	0.100	0.100
1670064896	1.832	2.302	0.310	19.356	26.191	16.366	1.890	2.535	0.100	0.100	0.100	0.100	0.100
1670064897	1.998	2.396	0.310	17.290	27.280	17.234	2.015	2.582	0.100	0.100	0.100	0.100	0.100
1670064898	2.174	2.401	0.310	15.913	26.734	18.571	2.278	2.640	0.100	0.100	0.100	0.100	0.100
1670064899	2.412	2.375	0.310	14.639	24.196	20.882	2.717	2.871	0.100	0.100	0.100	0.100	0.100
1670064900	2.649	2.376	0.310	13.450	21.331	22.949	3.331	3.257	0.100	0.100	0.100	0.100	0.100
1670064901	2.938	2.418	0.310	12.048	18.383	24.722	4.119	3.807	0.100	0.100	0.100	0.100	0.100
1670064902	3.255	2.475	0.310	10.769	15.588	25.667	5.110	4.407	0.100	0.100	0.100	0.100	0.100
1670064903	3.578	2.499	0.310	9.474	13.120	25.702	6.266	5.060	0.100	0.100	0.100	0.100	0.100
1670064904	3.887	2.482	0.310	8.295	11.022	24.822	7.703	5.888	0.100	0.100	0.100	0.100	0.100
1670064905	4.126	2.424	0.310	7.471	9.562	23.487	9.064	6.401	0.100	0.100	0.100	0.100	0.100
1670064906	4.319	2.269	0.310	6.780	8.382	22.540	10.364	7.128	0.100	0.100	0.100	0.100	0.100
1670064907	4.434	2.085	0.310	6.515	7.372	21.952	11.237	8.101	0.100	0.100	0.100	0.100	0.100
1670064908	4.483	1.899	0.310	6.245	6.681	21.554	11.584	9.356	0.100	0.100	0.100	0.100	0.100
1670064909	4.464	1.721	0.310	6.244	6.125	21.549	11.513	10.697	0.100	0.100	0.100	0.100	0.100
1670064910	4.430	1.486	0.310	6.625	5.656	21.899	10.375	12.270	0.100	0.100	0.100	0.100	0.100
1670064911	4.419	1.216	0.310	7.170	5.202	21.449	9.035	13.963	0.100	0.100	0.100	0.100	0.100
1670064912	4.372	1.040	0.310	7.082	4.890	21.020	8.404	15.334	0.100	0.100	0.100	0.100	0.100
1670064913	4.238	0.872	0.310	7.297	4.534	20.559	7.651	15.730	0.100	0.100	0.100	0.100	0.100
1670064914	4.082	0.793	0.310	7.461	4.347	20.677	6.972	15.431	0.100	0.100	0.100	0.100	0.100
1670064915	3.896	0.732	0.310	8.246	4.221	21.007	6.245	14.685	0.100	0.100	0.100	0.100	0.100
1670064916	3.693	0.731	0.310	9.296	4.239	21.652	5.607	13.256	0.100	0.100	0.100	0.100	0.100
1670064917	3.413	0.754	0.310	11.455	4.838	23.280	5.042	11.111	0.100	0.100	0.100	0.100	0.100
1670064918	3.138	0.761	0.310	14.103	5.654	23.935	4.494	9.341	0.100	0.100	0.100	0.100	0.100
1670064919	2.859	0.798	0.310	17.304	6.422	23.945	4.010	7.747	0.100	0.100	0.100	0.100	0.100
1670064920	2.592	0.831	0.310	20.828	7.117	23.058	3.508	6.583	0.100	0.100	0.100	0.100	0.100
1670064921	2.306	0.893	0.310	24.721	8.052	21.598	3.108	5.526	0.100	0.100	0.100	0.100	0.100
1670064922	2.043	0.905	0.310	28.659	8.785	19.724	2.772	4.650	0.100	0.100	0.100	0.100	0.100
1670064923	1.872	0.931	0.310	31.186	8.885	18.147	2.489	4.226	0.100	0.100	0.100	0.100	0.100
1670064924	1.707	1.006	0.310	33.476	9.300	16.858	2.265	3.882	0.100	0.100	0.100	0.100	0.100
1670064925	1.613	1.105	0.310	34.459	10.003	15.982	2.069	3.526	0.100	0.100	0.100	0.100	0.100
1670064926	1.580	1.238	0.310	34.349	11.273	15.581	1.901	3.194	0.100	0.100	0.100	0.100	0.100
1670064927	1.607	1.457	0.310	32.141	13.273	15.614	1.756	3.039	0.100	0.100	0.100	0.100	0.100
1670064928	1.600	1.775	0.310	28.224	17.236	16.268	2.007	2.904	0.100	0.100	0.100	0.100	0.100
1670064929	1.633	1.717	0.310	26.634	18.661	16.312	2.153	2.810	0.100	0.100	0.100	0.100	0.100
1670064930	1.631	1.717	0.310	26.680	18.730	16.305	2.172	2.846	0.100	0.100	0.100	0.100	0.100
1670064931	1.634	1.725	0.310	26.508	18.782	16.335	2.172	2.772	0.100	0.100	0.100	0.100	0.100
1670064932	1.627	1.715	0.310	26.752	18.749	16.288	2.136	2.778	0.100	0.100	0.100	0.100	0.100
1670064933	1.634	1.720	0.310	26.630	18.721	16.357	2.151	2.769	0.100	0.100	0.100	0.100	0.100
